query_id,text,intent,location,target_os,software,condition
q07167,Which systems support AutoCAD 2026 in Block C?,software_compatibility_check,Block C,,AutoCAD,
q07168,Which PCs in Network Lab have 8 GB RAM?,hardware_query,Network Lab,,,
q07169,Find systems needing Secure Boot.,upgrade_planning,Lab 1,Ubuntu 24.04,Blender,Secure Boot
q07170,What upgrades are required in Network Lab?,upgrade_planning,Network Lab,Ubuntu 24.04,AutoCAD,TPM
q07171,Find software that runs on Library.,reverse_software_lookup,Library,,AutoCAD,
q07172,What upgrades are required in Block B?,upgrade_planning,Block B,Fedora 42,Blender,TPM
q07173,Can systems in Block B support Windows 11?,os_compatibility_check,Block B,Windows 11,,
q07174,Show hardware details for Library.,hardware_query,Library,,,
q07175,Which computers in Block B can run Debian 13?,os_compatibility_check,Block B,Debian 13,,
q07176,Which operating system is most suitable for Block C?,os_recommendation,Block C,Windows 11,,
q07177,Which PCs in Programming Lab have 8 GB RAM?,hardware_query,Programming Lab,,,
q07178,Find software that runs on Network Lab.,reverse_software_lookup,Network Lab,,VMware Workstation,
q07179,Recommend the best OS for Library.,os_recommendation,Library,Ubuntu 24.04,,
q07180,Which PCs in AI Lab have 8 GB RAM?,hardware_query,AI Lab,,,
q07181,List software supported by PCs in Block B.,reverse_software_lookup,Block B,,AutoCAD,
q07182,Check PyCharm compatibility for Library.,software_compatibility_check,Library,,PyCharm,
q07183,Which PCs in AI Lab have 8 GB RAM?,hardware_query,AI Lab,,,
q07184,Can systems in Network Lab support Debian 13?,os_compatibility_check,Network Lab,Debian 13,,
q07185,Show hardware details for Lab 2.,hardware_query,Lab 2,,,
q07186,List machines in Block B that meet Linux Mint 22 requirements.,os_compatibility_check,Block B,Linux Mint 22,,
q07187,Which operating system is most suitable for Block B?,os_recommendation,Block B,Fedora 42,,
q07188,Which computers need GPU for Blender?,upgrade_planning,Programming Lab,Windows 10,Blender,GPU
q07189,Best operating system for Lab 2?,os_recommendation,Lab 2,Windows 11,,
q07190,Is VS Code supported in Library?,software_compatibility_check,Library,,Visual Studio Code,
q07191,Can systems in Block A support Ubuntu 24.04?,os_compatibility_check,Block A,Ubuntu 24.04,,
q07192,List computers with SSD in Library.,hardware_query,Library,,,
q07193,List software supported by PCs in Programming Lab.,reverse_software_lookup,Programming Lab,,MATLAB,
q07194,Can systems in Network Lab support Fedora 42?,os_compatibility_check,Network Lab,Fedora 42,,
q07195,Find software that runs on Block A.,reverse_software_lookup,Block A,,Blender,
q07196,Recommend the best OS for Network Lab.,os_recommendation,Network Lab,Fedora 42,,
q07197,Display CPU details for Lab 2.,hardware_query,Lab 2,,,
q07198,What applications are compatible with Block A computers?,reverse_software_lookup,Block A,,VMware Workstation,
q07199,Suggest an OS for computers in Block B.,os_recommendation,Block B,Fedora 42,,
q07200,Can computers in Lab 1 run Oracle Database?,software_compatibility_check,Lab 1,,Oracle Database,
q07201,Which systems support Oracle Database in Lab 1?,software_compatibility_check,Lab 1,,Oracle Database,
q07202,List machines in Block A that meet Windows 11 requirements.,os_compatibility_check,Block A,Windows 11,,
q07203,Which computers need TPM for Android Studio?,upgrade_planning,Block B,Fedora 42,Android Studio,TPM
q07204,Which computers need TPM for Android Studio?,upgrade_planning,Library,Linux Mint 22,Android Studio,TPM
q07205,Which systems support Blender in Library?,software_compatibility_check,Library,,Blender,
q07206,List computers with SSD in Lab 1.,hardware_query,Lab 1,,,
q07207,Can computers in Network Lab run Oracle Database?,software_compatibility_check,Network Lab,,Oracle Database,
q07208,Which PCs in Lab 2 have 8 GB RAM?,hardware_query,Lab 2,,,
q07209,Find systems needing Storage.,upgrade_planning,Block C,Windows 10,MATLAB,Storage
q07210,List software supported by PCs in Programming Lab.,reverse_software_lookup,Programming Lab,,AutoCAD,
q07211,Find software that runs on Lab 1.,reverse_software_lookup,Lab 1,,Visual Studio Code,
q07212,Is VMware Workstation supported in AI Lab?,software_compatibility_check,AI Lab,,VMware Workstation,
q07213,Suggest an OS for computers in Programming Lab.,os_recommendation,Programming Lab,Fedora 42,,
q07214,Which operating system is most suitable for AI Lab?,os_recommendation,AI Lab,Linux Mint 22,,
q07215,Which software can run on computers in AI Lab?,reverse_software_lookup,AI Lab,,MATLAB,
q07216,Is VMware Workstation supported in Block A?,software_compatibility_check,Block A,,VMware Workstation,
q07217,What applications are compatible with Lab 1 computers?,reverse_software_lookup,Lab 1,,Android Studio,
q07218,Which operating system is most suitable for AI Lab?,os_recommendation,AI Lab,Ubuntu 24.04,,
q07219,Which computers need Storage for MATLAB?,upgrade_planning,Block C,Fedora 42,MATLAB,Storage
q07220,What applications are compatible with Block B computers?,reverse_software_lookup,Block B,,Oracle Database,
q07221,Can computers in Block A run AutoCAD 2026?,software_compatibility_check,Block A,,AutoCAD,
q07222,List computers with SSD in Library.,hardware_query,Library,,,
q07223,Show PCs in Library incompatible with Linux Mint 22.,os_compatibility_check,Library,Linux Mint 22,,
q07224,Which computers in AI Lab can run Fedora 42?,os_compatibility_check,AI Lab,Fedora 42,,
q07225,Show hardware details for Lab 1.,hardware_query,Lab 1,,,
q07226,What applications are compatible with Block C computers?,reverse_software_lookup,Block C,,Blender,
q07227,Recommend the best OS for AI Lab.,os_recommendation,AI Lab,Windows 11,,
q07228,Which operating system is most suitable for Network Lab?,os_recommendation,Network Lab,Debian 13,,
q07229,Find systems needing CPU.,upgrade_planning,Block C,Windows 11,MATLAB,CPU
q07230,What applications are compatible with Lab 1 computers?,reverse_software_lookup,Lab 1,,Blender,
q07231,Show hardware details for Programming Lab.,hardware_query,Programming Lab,,,
q07232,Show hardware details for Library.,hardware_query,Library,,,
q07233,Display CPU details for Lab 1.,hardware_query,Lab 1,,,
q07234,Plan upgrades for Block B to run Ubuntu 24.04.,upgrade_planning,Block B,Ubuntu 24.04,PyCharm,RAM upgrade
q07235,Can systems in Lab 2 support Windows 11?,os_compatibility_check,Lab 2,Windows 11,,
q07236,Which operating system is most suitable for Library?,os_recommendation,Library,Debian 13,,
q07237,Find software that runs on Programming Lab.,reverse_software_lookup,Programming Lab,,Oracle Database,
q07238,Best operating system for Block A?,os_recommendation,Block A,Linux Mint 22,,
q07239,Which software can run on computers in Programming Lab?,reverse_software_lookup,Programming Lab,,AutoCAD,
q07240,Show PCs in Lab 2 incompatible with Fedora 42.,os_compatibility_check,Lab 2,Fedora 42,,
q07241,List machines in Programming Lab that meet Linux Mint 22 requirements.,os_compatibility_check,Programming Lab,Linux Mint 22,,
q07242,Show hardware details for Network Lab.,hardware_query,Network Lab,,,
q07243,Plan upgrades for Lab 2 to run Windows 11.,upgrade_planning,Lab 2,Windows 11,Visual Studio Code,TPM
q07244,Find systems needing Secure Boot.,upgrade_planning,Lab 2,Windows 11,Blender,Secure Boot
q07245,Which PCs in Lab 1 have 8 GB RAM?,hardware_query,Lab 1,,,
q07246,Which PCs in Library have 8 GB RAM?,hardware_query,Library,,,
q07247,Which computers need GPU for VS Code?,upgrade_planning,AI Lab,Windows 11,Visual Studio Code,GPU
q07248,Show PCs in Programming Lab incompatible with Fedora 42.,os_compatibility_check,Programming Lab,Fedora 42,,
q07249,Which software can run on computers in Lab 2?,reverse_software_lookup,Lab 2,,VMware Workstation,
q07250,List machines in Library that meet Linux Mint 22 requirements.,os_compatibility_check,Library,Linux Mint 22,,
q07251,Display CPU details for Lab 1.,hardware_query,Lab 1,,,
q07252,Display CPU details for Lab 1.,hardware_query,Lab 1,,,
q07253,List software supported by PCs in Programming Lab.,reverse_software_lookup,Programming Lab,,MATLAB,
q07254,Show PCs in Lab 1 incompatible with Windows 10.,os_compatibility_check,Lab 1,Windows 10,,
q07255,Which computers in Block B can run Linux Mint 22?,os_compatibility_check,Block B,Linux Mint 22,,
q07256,Recommend the best OS for Lab 1.,os_recommendation,Lab 1,Ubuntu 24.04,,
q07257,What applications are compatible with Lab 2 computers?,reverse_software_lookup,Lab 2,,Android Studio,
q07258,Which computers need GPU for Android Studio?,upgrade_planning,Block A,Debian 13,Android Studio,GPU
q07259,Plan upgrades for Block A to run Windows 10.,upgrade_planning,Block A,Windows 10,PyCharm,RAM upgrade
q07260,Which systems support Oracle Database in Library?,software_compatibility_check,Library,,Oracle Database,
q07261,Display CPU details for Lab 1.,hardware_query,Lab 1,,,
q07262,Find software that runs on Lab 1.,reverse_software_lookup,Lab 1,,Blender,
q07263,Can systems in Network Lab support Windows 11?,os_compatibility_check,Network Lab,Windows 11,,
q07264,Can systems in Block A support Fedora 42?,os_compatibility_check,Block A,Fedora 42,,
q07265,Which computers in AI Lab can run Debian 13?,os_compatibility_check,AI Lab,Debian 13,,
q07266,Which PCs in Network Lab have 8 GB RAM?,hardware_query,Network Lab,,,
q07267,Check MATLAB compatibility for Block B.,software_compatibility_check,Block B,,MATLAB,
q07268,Can computers in Network Lab run VS Code?,software_compatibility_check,Network Lab,,Visual Studio Code,
q07269,Show hardware details for Lab 2.,hardware_query,Lab 2,,,
q07270,Which PCs in AI Lab have 8 GB RAM?,hardware_query,AI Lab,,,
q07271,Show hardware details for Block A.,hardware_query,Block A,,,
q07272,Show PCs in Programming Lab incompatible with Debian 13.,os_compatibility_check,Programming Lab,Debian 13,,
q07273,What applications are compatible with Lab 1 computers?,reverse_software_lookup,Lab 1,,Android Studio,
q07274,Show PCs in Block C incompatible with Linux Mint 22.,os_compatibility_check,Block C,Linux Mint 22,,
q07275,Recommend the best OS for Block C.,os_recommendation,Block C,Linux Mint 22,,
q07276,Best operating system for AI Lab?,os_recommendation,AI Lab,Windows 11,,
q07277,Which operating system is most suitable for Lab 2?,os_recommendation,Lab 2,Fedora 42,,
q07278,Show hardware details for Programming Lab.,hardware_query,Programming Lab,,,
q07279,Find software that runs on Library.,reverse_software_lookup,Library,,AutoCAD,
q07280,Recommend the best OS for Block A.,os_recommendation,Block A,Linux Mint 22,,
q07281,What applications are compatible with Lab 1 computers?,reverse_software_lookup,Lab 1,,AutoCAD,
q07282,Best operating system for Network Lab?,os_recommendation,Network Lab,Fedora 42,,
q07283,List machines in AI Lab that meet Windows 10 requirements.,os_compatibility_check,AI Lab,Windows 10,,
q07284,Which software can run on computers in Library?,reverse_software_lookup,Library,,VMware Workstation,
q07285,List machines in Programming Lab that meet Fedora 42 requirements.,os_compatibility_check,Programming Lab,Fedora 42,,
q07286,Find software that runs on Block B.,reverse_software_lookup,Block B,,Blender,
q07287,Which PCs in Block A have 8 GB RAM?,hardware_query,Block A,,,
q07288,List software supported by PCs in Block A.,reverse_software_lookup,Block A,,Blender,
q07289,What applications are compatible with AI Lab computers?,reverse_software_lookup,AI Lab,,Blender,
q07290,Display CPU details for Library.,hardware_query,Library,,,
q07291,Check PyCharm compatibility for Network Lab.,software_compatibility_check,Network Lab,,PyCharm,
q07292,Show PCs in Library incompatible with Debian 13.,os_compatibility_check,Library,Debian 13,,
q07293,Which software can run on computers in Programming Lab?,reverse_software_lookup,Programming Lab,,VMware Workstation,
q07294,Which computers in Library can run Windows 10?,os_compatibility_check,Library,Windows 10,,
q07295,Suggest an OS for computers in AI Lab.,os_recommendation,AI Lab,Ubuntu 24.04,,
q07296,Display CPU details for Library.,hardware_query,Library,,,
q07297,Find software that runs on Block B.,reverse_software_lookup,Block B,,Android Studio,
q07298,Find software that runs on Lab 1.,reverse_software_lookup,Lab 1,,MATLAB,
q07299,Suggest an OS for computers in Programming Lab.,os_recommendation,Programming Lab,Windows 11,,
q07300,Plan upgrades for Lab 2 to run Linux Mint 22.,upgrade_planning,Lab 2,Linux Mint 22,Oracle Database,Secure Boot
q07301,Check MATLAB compatibility for Library.,software_compatibility_check,Library,,MATLAB,
q07302,Show hardware details for Programming Lab.,hardware_query,Programming Lab,,,
q07303,What upgrades are required in AI Lab?,upgrade_planning,AI Lab,Windows 11,MATLAB,GPU
q07304,List computers with SSD in Programming Lab.,hardware_query,Programming Lab,,,
q07305,Find software that runs on Network Lab.,reverse_software_lookup,Network Lab,,PyCharm,
q07306,Which computers in Lab 1 can run Ubuntu 24.04?,os_compatibility_check,Lab 1,Ubuntu 24.04,,
q07307,Which operating system is most suitable for Block B?,os_recommendation,Block B,Linux Mint 22,,
q07308,Show PCs in Programming Lab incompatible with Debian 13.,os_compatibility_check,Programming Lab,Debian 13,,
q07309,Which software can run on computers in Lab 1?,reverse_software_lookup,Lab 1,,Oracle Database,
q07310,What upgrades are required in Lab 2?,upgrade_planning,Lab 2,Linux Mint 22,Oracle Database,CPU
q07311,Show hardware details for Lab 2.,hardware_query,Lab 2,,,
q07312,Can systems in AI Lab support Ubuntu 24.04?,os_compatibility_check,AI Lab,Ubuntu 24.04,,
q07313,Find software that runs on Block C.,reverse_software_lookup,Block C,,PyCharm,
q07314,Which systems support Blender in Block C?,software_compatibility_check,Block C,,Blender,
q07315,What applications are compatible with Block A computers?,reverse_software_lookup,Block A,,MATLAB,
q07316,Find systems needing GPU.,upgrade_planning,Programming Lab,Linux Mint 22,VMware Workstation,GPU
q07317,Which systems support PyCharm in Network Lab?,software_compatibility_check,Network Lab,,PyCharm,
q07318,Can systems in Programming Lab support Linux Mint 22?,os_compatibility_check,Programming Lab,Linux Mint 22,,
q07319,Which computers in Lab 1 can run Debian 13?,os_compatibility_check,Lab 1,Debian 13,,
q07320,Show PCs in Block A incompatible with Windows 10.,os_compatibility_check,Block A,Windows 10,,
q07321,What upgrades are required in Programming Lab?,upgrade_planning,Programming Lab,Fedora 42,VMware Workstation,Storage
q07322,Show hardware details for Lab 2.,hardware_query,Lab 2,,,
q07323,Find systems needing CPU.,upgrade_planning,Lab 2,Fedora 42,Blender,CPU
q07324,Which operating system is most suitable for Lab 2?,os_recommendation,Lab 2,Debian 13,,
q07325,Show PCs in Lab 2 incompatible with Ubuntu 24.04.,os_compatibility_check,Lab 2,Ubuntu 24.04,,
q07326,List machines in Block B that meet Linux Mint 22 requirements.,os_compatibility_check,Block B,Linux Mint 22,,
q07327,Plan upgrades for Block B to run Fedora 42.,upgrade_planning,Block B,Fedora 42,Android Studio,TPM
q07328,Can systems in AI Lab support Windows 11?,os_compatibility_check,AI Lab,Windows 11,,
q07329,Can systems in Programming Lab support Ubuntu 24.04?,os_compatibility_check,Programming Lab,Ubuntu 24.04,,
q07330,Which computers in Programming Lab can run Ubuntu 24.04?,os_compatibility_check,Programming Lab,Ubuntu 24.04,,
q07331,Recommend the best OS for Block C.,os_recommendation,Block C,Ubuntu 24.04,,
q07332,Suggest an OS for computers in Library.,os_recommendation,Library,Windows 11,,
q07333,Plan upgrades for Block B to run Fedora 42.,upgrade_planning,Block B,Fedora 42,Android Studio,Storage
q07334,Display CPU details for Network Lab.,hardware_query,Network Lab,,,
q07335,Best operating system for Block B?,os_recommendation,Block B,Windows 10,,
q07336,Can computers in AI Lab run MATLAB?,software_compatibility_check,AI Lab,,MATLAB,
q07337,Check Oracle Database compatibility for Programming Lab.,software_compatibility_check,Programming Lab,,Oracle Database,
q07338,Show PCs in Library incompatible with Linux Mint 22.,os_compatibility_check,Library,Linux Mint 22,,
q07339,Which PCs in Block A have 8 GB RAM?,hardware_query,Block A,,,
q07340,Is AutoCAD 2026 supported in Library?,software_compatibility_check,Library,,AutoCAD,
q07341,Recommend the best OS for Lab 2.,os_recommendation,Lab 2,Linux Mint 22,,
q07342,Plan upgrades for Library to run Fedora 42.,upgrade_planning,Library,Fedora 42,Oracle Database,Storage
q07343,Best operating system for Block B?,os_recommendation,Block B,Fedora 42,,
q07344,Best operating system for Library?,os_recommendation,Library,Windows 11,,
q07345,Which computers need Storage for VS Code?,upgrade_planning,Network Lab,Linux Mint 22,Visual Studio Code,Storage
q07346,Check MATLAB compatibility for AI Lab.,software_compatibility_check,AI Lab,,MATLAB,
q07347,Find systems needing RAM upgrade.,upgrade_planning,Block C,Ubuntu 24.04,Visual Studio Code,RAM upgrade
q07348,Which systems support PyCharm in Library?,software_compatibility_check,Library,,PyCharm,
q07349,Is Oracle Database supported in Block A?,software_compatibility_check,Block A,,Oracle Database,
q07350,Find systems needing CPU.,upgrade_planning,Block C,Windows 10,PyCharm,CPU
q07351,What applications are compatible with Lab 1 computers?,reverse_software_lookup,Lab 1,,MATLAB,
q07352,Show hardware details for Network Lab.,hardware_query,Network Lab,,,
q07353,Suggest an OS for computers in Block A.,os_recommendation,Block A,Fedora 42,,
q07354,Which software can run on computers in Lab 2?,reverse_software_lookup,Lab 2,,Visual Studio Code,
q07355,Suggest an OS for computers in Block B.,os_recommendation,Block B,Fedora 42,,
q07356,Can systems in Network Lab support Linux Mint 22?,os_compatibility_check,Network Lab,Linux Mint 22,,
q07357,List software supported by PCs in Block C.,reverse_software_lookup,Block C,,Visual Studio Code,
q07358,Which software can run on computers in Block B?,reverse_software_lookup,Block B,,PyCharm,
q07359,Can computers in Lab 1 run Blender?,software_compatibility_check,Lab 1,,Blender,
q07360,What upgrades are required in Network Lab?,upgrade_planning,Network Lab,Fedora 42,Blender,Secure Boot
q07361,List software supported by PCs in Lab 2.,reverse_software_lookup,Lab 2,,PyCharm,
q07362,List computers with SSD in Lab 1.,hardware_query,Lab 1,,,
q07363,Show hardware details for Lab 1.,hardware_query,Lab 1,,,
q07364,Find systems needing GPU.,upgrade_planning,Programming Lab,Ubuntu 24.04,MATLAB,GPU
q07365,Which systems support PyCharm in Lab 2?,software_compatibility_check,Lab 2,,PyCharm,
q07366,Plan upgrades for Block A to run Windows 11.,upgrade_planning,Block A,Windows 11,PyCharm,CPU
q07367,Which PCs in Block C have 8 GB RAM?,hardware_query,Block C,,,
q07368,Can computers in Lab 2 run VMware Workstation?,software_compatibility_check,Lab 2,,VMware Workstation,
q07369,Check Blender compatibility for Library.,software_compatibility_check,Library,,Blender,
q07370,What upgrades are required in Network Lab?,upgrade_planning,Network Lab,Windows 11,AutoCAD,Storage
q07371,Which systems support PyCharm in Programming Lab?,software_compatibility_check,Programming Lab,,PyCharm,
q07372,Can systems in Lab 1 support Linux Mint 22?,os_compatibility_check,Lab 1,Linux Mint 22,,
q07373,Can computers in Lab 1 run Android Studio?,software_compatibility_check,Lab 1,,Android Studio,
q07374,Plan upgrades for Lab 1 to run Debian 13.,upgrade_planning,Lab 1,Debian 13,AutoCAD,TPM
q07375,List machines in AI Lab that meet Windows 11 requirements.,os_compatibility_check,AI Lab,Windows 11,,
q07376,List computers with SSD in Library.,hardware_query,Library,,,
q07377,Find software that runs on Network Lab.,reverse_software_lookup,Network Lab,,AutoCAD,
q07378,Show PCs in AI Lab incompatible with Debian 13.,os_compatibility_check,AI Lab,Debian 13,,
q07379,Is Oracle Database supported in Lab 2?,software_compatibility_check,Lab 2,,Oracle Database,
q07380,Which PCs in Lab 1 have 8 GB RAM?,hardware_query,Lab 1,,,
q07381,Find systems needing Secure Boot.,upgrade_planning,Programming Lab,Linux Mint 22,AutoCAD,Secure Boot
q07382,Find software that runs on Block A.,reverse_software_lookup,Block A,,VMware Workstation,
q07383,What applications are compatible with Block A computers?,reverse_software_lookup,Block A,,PyCharm,
q07384,What upgrades are required in Lab 2?,upgrade_planning,Lab 2,Ubuntu 24.04,Android Studio,RAM upgrade
q07385,Which PCs in Block C have 8 GB RAM?,hardware_query,Block C,,,
q07386,Which software can run on computers in Block A?,reverse_software_lookup,Block A,,PyCharm,
q07387,Can computers in Block C run AutoCAD 2026?,software_compatibility_check,Block C,,AutoCAD,
q07388,Best operating system for Lab 2?,os_recommendation,Lab 2,Debian 13,,
q07389,What applications are compatible with Programming Lab computers?,reverse_software_lookup,Programming Lab,,Oracle Database,
q07390,Best operating system for Lab 1?,os_recommendation,Lab 1,Ubuntu 24.04,,
q07391,Check VMware Workstation compatibility for Block A.,software_compatibility_check,Block A,,VMware Workstation,
q07392,Can computers in Lab 2 run MATLAB?,software_compatibility_check,Lab 2,,MATLAB,
q07393,Which PCs in Lab 2 have 8 GB RAM?,hardware_query,Lab 2,,,
q07394,What applications are compatible with Library computers?,reverse_software_lookup,Library,,PyCharm,
q07395,List computers with SSD in AI Lab.,hardware_query,AI Lab,,,
q07396,Show PCs in Programming Lab incompatible with Ubuntu 24.04.,os_compatibility_check,Programming Lab,Ubuntu 24.04,,
q07397,Which computers in Lab 2 can run Windows 10?,os_compatibility_check,Lab 2,Windows 10,,
q07398,Which computers need Secure Boot for MATLAB?,upgrade_planning,Lab 2,Ubuntu 24.04,MATLAB,Secure Boot
q07399,Check Blender compatibility for Library.,software_compatibility_check,Library,,Blender,
q07400,List machines in AI Lab that meet Linux Mint 22 requirements.,os_compatibility_check,AI Lab,Linux Mint 22,,
q07401,Find systems needing GPU.,upgrade_planning,Block A,Fedora 42,VMware Workstation,GPU
q07402,Best operating system for Block A?,os_recommendation,Block A,Ubuntu 24.04,,
q07403,Best operating system for Block B?,os_recommendation,Block B,Linux Mint 22,,
q07404,Check MATLAB compatibility for Network Lab.,software_compatibility_check,Network Lab,,MATLAB,
q07405,Which computers need Storage for VMware Workstation?,upgrade_planning,Library,Linux Mint 22,VMware Workstation,Storage
q07406,Find systems needing GPU.,upgrade_planning,Block B,Linux Mint 22,Oracle Database,GPU
q07407,Suggest an OS for computers in Network Lab.,os_recommendation,Network Lab,Debian 13,,
q07408,Can systems in Network Lab support Windows 10?,os_compatibility_check,Network Lab,Windows 10,,
q07409,Best operating system for AI Lab?,os_recommendation,AI Lab,Ubuntu 24.04,,
q07410,Display CPU details for AI Lab.,hardware_query,AI Lab,,,
q07411,Is Oracle Database supported in Lab 2?,software_compatibility_check,Lab 2,,Oracle Database,
q07412,Can computers in AI Lab run Blender?,software_compatibility_check,AI Lab,,Blender,
q07413,List software supported by PCs in Block B.,reverse_software_lookup,Block B,,Android Studio,
q07414,Recommend the best OS for AI Lab.,os_recommendation,AI Lab,Fedora 42,,
q07415,Which systems support MATLAB in Lab 1?,software_compatibility_check,Lab 1,,MATLAB,
q07416,Can computers in Block C run MATLAB?,software_compatibility_check,Block C,,MATLAB,
q07417,Find software that runs on Lab 2.,reverse_software_lookup,Lab 2,,AutoCAD,
q07418,List computers with SSD in Library.,hardware_query,Library,,,
q07419,List software supported by PCs in Lab 2.,reverse_software_lookup,Lab 2,,MATLAB,
q07420,Find systems needing RAM upgrade.,upgrade_planning,Block A,Fedora 42,Android Studio,RAM upgrade
q07421,Which computers in Lab 1 can run Fedora 42?,os_compatibility_check,Lab 1,Fedora 42,,
q07422,Show hardware details for Block C.,hardware_query,Block C,,,
q07423,Which software can run on computers in Library?,reverse_software_lookup,Library,,MATLAB,
q07424,Suggest an OS for computers in Block B.,os_recommendation,Block B,Ubuntu 24.04,,
q07425,Show PCs in Block B incompatible with Windows 10.,os_compatibility_check,Block B,Windows 10,,
q07426,Can systems in Network Lab support Windows 10?,os_compatibility_check,Network Lab,Windows 10,,
q07427,Show PCs in Block A incompatible with Ubuntu 24.04.,os_compatibility_check,Block A,Ubuntu 24.04,,
q07428,Is Blender supported in Programming Lab?,software_compatibility_check,Programming Lab,,Blender,
q07429,Which computers in Block A can run Windows 10?,os_compatibility_check,Block A,Windows 10,,
q07430,Which systems support VS Code in Block A?,software_compatibility_check,Block A,,Visual Studio Code,
q07431,Which operating system is most suitable for Block C?,os_recommendation,Block C,Linux Mint 22,,
q07432,Can computers in Network Lab run VMware Workstation?,software_compatibility_check,Network Lab,,VMware Workstation,
q07433,What applications are compatible with Programming Lab computers?,reverse_software_lookup,Programming Lab,,MATLAB,
q07434,Which computers need Secure Boot for VMware Workstation?,upgrade_planning,Block A,Debian 13,VMware Workstation,Secure Boot
q07435,List software supported by PCs in Lab 1.,reverse_software_lookup,Lab 1,,VMware Workstation,
q07436,Show hardware details for AI Lab.,hardware_query,AI Lab,,,
q07437,Best operating system for Block A?,os_recommendation,Block A,Debian 13,,
q07438,Suggest an OS for computers in Library.,os_recommendation,Library,Debian 13,,
q07439,Find software that runs on Block B.,reverse_software_lookup,Block B,,MATLAB,
q07440,Plan upgrades for Block A to run Windows 11.,upgrade_planning,Block A,Windows 11,Blender,RAM upgrade
q07441,Suggest an OS for computers in Lab 1.,os_recommendation,Lab 1,Windows 11,,
q07442,Which systems support MATLAB in Lab 1?,software_compatibility_check,Lab 1,,MATLAB,
q07443,List computers with SSD in AI Lab.,hardware_query,AI Lab,,,
q07444,Can computers in Lab 2 run VMware Workstation?,software_compatibility_check,Lab 2,,VMware Workstation,
q07445,List software supported by PCs in Block A.,reverse_software_lookup,Block A,,Oracle Database,
q07446,Show PCs in Block C incompatible with Windows 11.,os_compatibility_check,Block C,Windows 11,,
q07447,Find software that runs on Library.,reverse_software_lookup,Library,,Android Studio,
q07448,Find software that runs on Network Lab.,reverse_software_lookup,Network Lab,,Blender,
q07449,Can computers in Lab 1 run Oracle Database?,software_compatibility_check,Lab 1,,Oracle Database,
q07450,Can systems in Programming Lab support Windows 10?,os_compatibility_check,Programming Lab,Windows 10,,
q07451,Which software can run on computers in Programming Lab?,reverse_software_lookup,Programming Lab,,VMware Workstation,
q07452,Which PCs in Block A have 8 GB RAM?,hardware_query,Block A,,,
q07453,Which computers need TPM for PyCharm?,upgrade_planning,Network Lab,Ubuntu 24.04,PyCharm,TPM
q07454,Find systems needing TPM.,upgrade_planning,Block A,Windows 11,Oracle Database,TPM
q07455,Suggest an OS for computers in Block C.,os_recommendation,Block C,Fedora 42,,
q07456,Which PCs in Block C have 8 GB RAM?,hardware_query,Block C,,,
q07457,List machines in Library that meet Fedora 42 requirements.,os_compatibility_check,Library,Fedora 42,,
q07458,Show hardware details for Lab 2.,hardware_query,Lab 2,,,
q07459,Find software that runs on Lab 1.,reverse_software_lookup,Lab 1,,AutoCAD,
q07460,Can systems in Library support Ubuntu 24.04?,os_compatibility_check,Library,Ubuntu 24.04,,
q07461,Which computers need GPU for MATLAB?,upgrade_planning,AI Lab,Windows 11,MATLAB,GPU
q07462,Which PCs in Network Lab have 8 GB RAM?,hardware_query,Network Lab,,,
q07463,Which operating system is most suitable for AI Lab?,os_recommendation,AI Lab,Windows 11,,
q07464,Check VMware Workstation compatibility for AI Lab.,software_compatibility_check,AI Lab,,VMware Workstation,
q07465,Suggest an OS for computers in Library.,os_recommendation,Library,Windows 11,,
q07466,Check VMware Workstation compatibility for AI Lab.,software_compatibility_check,AI Lab,,VMware Workstation,
q07467,List machines in Block C that meet Fedora 42 requirements.,os_compatibility_check,Block C,Fedora 42,,
q07468,Which software can run on computers in AI Lab?,reverse_software_lookup,AI Lab,,Oracle Database,
q07469,Plan upgrades for Lab 2 to run Fedora 42.,upgrade_planning,Lab 2,Fedora 42,Oracle Database,TPM
q07470,Show PCs in Block A incompatible with Fedora 42.,os_compatibility_check,Block A,Fedora 42,,
q07471,Check Android Studio compatibility for Block C.,software_compatibility_check,Block C,,Android Studio,
q07472,Is AutoCAD 2026 supported in Network Lab?,software_compatibility_check,Network Lab,,AutoCAD,
q07473,Can computers in Programming Lab run MATLAB?,software_compatibility_check,Programming Lab,,MATLAB,
q07474,What upgrades are required in Library?,upgrade_planning,Library,Debian 13,Visual Studio Code,TPM
q07475,Find systems needing Storage.,upgrade_planning,Lab 1,Ubuntu 24.04,Blender,Storage
q07476,Which software can run on computers in Block A?,reverse_software_lookup,Block A,,VMware Workstation,
q07477,List software supported by PCs in Block B.,reverse_software_lookup,Block B,,MATLAB,
q07478,Find systems needing RAM upgrade.,upgrade_planning,Lab 1,Ubuntu 24.04,Visual Studio Code,RAM upgrade
q07479,Can computers in Block B run Oracle Database?,software_compatibility_check,Block B,,Oracle Database,
q07480,Can computers in Lab 2 run Blender?,software_compatibility_check,Lab 2,,Blender,
q07481,Which computers need TPM for Blender?,upgrade_planning,Lab 1,Debian 13,Blender,TPM
q07482,Find software that runs on Lab 2.,reverse_software_lookup,Lab 2,,Oracle Database,
q07483,Show PCs in AI Lab incompatible with Fedora 42.,os_compatibility_check,AI Lab,Fedora 42,,
